Timestamp,uid,time,eventName,target,info,state,LOG_VERSION
3/15/2022 2:18:11,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:18:12,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":73,""pageY"":116}",,0.1
3/15/2022 2:18:21,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:18:22,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":84,""pageY"":108}",,0.1
3/15/2022 2:18:28,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,h1.w3-wide,"{""which"":3,""pageX"":1143,""pageY"":242}",,0.1
3/15/2022 2:18:45,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:18:47,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":49,""pageY"":103}",,0.1
3/15/2022 2:20:07,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,a.w3-padding.w3-text-white.cupcakes-bold,"{""which"":1,""pageX"":94,""pageY"":75}",,0.1
3/15/2022 2:21:00,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:21:03,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":53,""pageY"":113}",,0.1
3/15/2022 2:21:25,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:21:26,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":47,""pageY"":96}",,0.1
3/15/2022 2:21:46,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:21:48,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":65,""pageY"":109}",,0.1
3/15/2022 2:22:00,OS_X-Chrome-9958373712239559,1.64728E+12,onLoadEvent,[object HTMLDocument],"{""eventName"":""windowLoaded"",""info"":{""input"":null,""unique_id"":null,""interface"":""old""}}",,0.1
3/15/2022 2:22:01,OS_X-Chrome-9958373712239559,1.64728E+12,mousedown,span#openNav.w3-opennav.w3-left.w3-xlarge.icon-spacing,"{""which"":1,""pageX"":49,""pageY"":91}",,0.1
